Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18
sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	Homo sapiens	Splicing factor 3B subunit 6	1:Experimental evidence at protein level	32.00	1.0000	0.9990	5	5	5	10	10	10	490817504	490817504	490817504	11K(304.2071), 12C(57.0214), 2K(304.2071), 3C(57.0214), 9K(304.2071), N-term(304.2071)			3696966.4219	3254361.1328	4499742.5938	3961370.1172	4015988.9219	3772013.0156	4011170.2500	4029272.8125	3508356.4219	4548446.7891	4789907.0547	5597339.0234	4189410.1719	4673785.7812	4279998.8281	2570181.4844	2395939.7031	2570919.5312
sp|Q9Y3B7|RM11_HUMAN	Q9Y3B7	RM11_HUMAN	MRPL11	192	Homo sapiens	39S ribosomal protein L11, mitochondrial	1:Experimental evidence at protein level	25.52	1.0000	0.9990	6	6	6	10	10	10	297017488	297017488	297017488	11K(304.2071), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2685730.6035	2443210.1914	3183449.4766	2824322.9727	2948961.6523	2992698.0195	3076385.9844	3105813.9414	2700774.8672	3383302.7773	3584030.0469	4182660.4648	3083290.7812	3556541.9492	3182660.4844	1484778.0117	1272872.4238	1379032.6074
sp|Q9Y3B9|RRP15_HUMAN	Q9Y3B9	RRP15_HUMAN	RRP15	282	Homo sapiens	RRP15-like protein	1:Experimental evidence at protein level	7.45	1.0000	0.9990	2	2	2	13	13	13	147760398	147760398	147760398	10K(304.2071), 11K(304.2071), 4M(15.9949), 5M(15.9949), 9M(15.9949), N-term(304.2071)			710014.4727	684364.6445	870596.8125	809248.5273	800276.2734	765722.4648	828222.2227	849631.9688	731205.7148	946968.8750	1041452.2539	1202370.0781	991027.6992	1105842.0898	1063543.1914	642955.0117	552349.7559	586974.0117
sp|Q9Y3C1|NOP16_HUMAN	Q9Y3C1	NOP16_HUMAN	NOP16	178	Homo sapiens	Nucleolar protein 16	1:Experimental evidence at protein level	18.54	1.0000	0.9990	4	4	4	8	8	8	340282516	340282516	340282516	11K(304.2071), 2M(15.9949), 3C(57.0214), 8K(304.2071), N-term(304.2071)			1344519.9688	1264050.6758	1646468.5273	1475435.9180	1473612.9258	1456115.6367	1671812.0977	1593830.3711	1406614.1758	1767850.6992	1844529.3672	2249092.6797	1735933.2578	1949525.9844	1780804.3516	1034728.7188	926914.4531	977489.1973
sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1_HUMAN	PPIL1	166	Homo sapiens	Peptidyl-prolyl cis-trans isomerase-like 1	1:Experimental evidence at protein level	46.39	1.0000	0.9990	8	8	8	25	25	25	489161128	489161128	489161128	11K(304.2071), 17K(304.2071), 2C(57.0214), 3K(304.2071), 3M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)			9414540.2383	8774558.3203	11874497.6953	10527846.9336	10644551.7422	10437276.7969	11192554.7773	11112155.5703	9642832.4766	12285760.6094	12926785.0898	15665990.4062	11627813.6641	13410790.0469	12037245.3945	6813671.8945	6185090.9434	6485707.3984
sp|Q9Y3C8|UFC1_HUMAN	Q9Y3C8	UFC1_HUMAN	UFC1	167	Homo sapiens	Ubiquitin-fold modifier-conjugating enzyme 1	1:Experimental evidence at protein level	16.77	1.0000	0.9990	4	4	4	7	7	7	164367016	164367016	164367016	10K(304.2071), 2K(304.2071), 9K(304.2071), N-term(304.2071)			1863450.9570	1891810.7891	2416968.5156	2204761.1562	2115576.8828	2126778.4297	2238372.9844	2278229.4844	1937525.6562	2231123.2500	2365772.1172	2891786.4766	2261614.2734	2548276.7656	2516293.5078	1992952.3164	1850813.7070	1909077.7305
sp|Q9Y3D0|CIA2B_HUMAN	Q9Y3D0	CIA2B_HUMAN	CIAO2B	163	Homo sapiens	Cytosolic iron-sulfur assembly component 2B	1:Experimental evidence at protein level	43.56	1.0000	0.9990	5	5	5	6	6	6	72324292	72324292	72324292	17C(57.0214), N-term(304.2071)			520162.7773	488003.3027	662055.0410	615241.2363	587343.1016	594343.9316	619619.7988	636943.3281	554393.4473	624502.0078	686073.5859	801150.9961	611600.2637	708023.3594	659433.4766	342117.1992	334176.6230	353127.9492
sp|Q9Y3D3|RT16_HUMAN	Q9Y3D3	RT16_HUMAN	MRPS16	137	Homo sapiens	28S ribosomal protein S16, mitochondrial	1:Experimental evidence at protein level	50.36	1.0000	0.9990	7	7	7	11	11	11	97928012	97928012	97928012	11K(304.2071), 13M(15.9949), 15K(304.2071), 18K(304.2071), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			2106686.0273	1907140.5742	2499664.4004	2250966.4355	2209439.7930	2125969.7441	2327207.5449	2351806.3281	2032843.9824	2382670.1055	2509725.9727	2927654.3555	2119269.1230	2341165.9609	2141895.8223	838596.8398	847798.8340	759954.3740
sp|Q9Y3D6|FIS1_HUMAN	Q9Y3D6	FIS1_HUMAN	FIS1	152	Homo sapiens	Mitochondrial fission 1 protein	1:Experimental evidence at protein level	15.79	1.0000	0.9990	2	2	2	8	8	8	71698262	71698262	71698262	11K(304.2071), 13K(304.2071), N-term(304.2071)			624867.6641	596440.3125	808121.9922	720785.6914	739400.6367	732168.8477	787277.1523	733089.6875	678276.2578	803653.2969	813170.9805	996948.7656	768897.9570	849084.8203	781210.2812	411873.2656	390694.5137	399367.1523
sp|Q9Y3D7|TIM16_HUMAN	Q9Y3D7	TIM16_HUMAN	PAM16	125	Homo sapiens	Mitochondrial import inner membrane translocase subunit TIM16	1:Experimental evidence at protein level	28.00	1.0000	0.9990	5	5	5	7	7	7	269301256	269301256	269301256	11K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3461231.4414	3707797.9961	4640660.1602	3845927.1133	4305057.5156	4154744.8633	4292338.0977	4270973.5664	3700793.3945	4083922.0898	4848731.8555	5953158.0234	4541129.6484	4686389.9141	4617995.3242	2630696.1855	2592889.4668	2270314.7930
sp|Q9Y3E0|GOT1B_HUMAN	Q9Y3E0	GOT1B_HUMAN	GOLT1B	138	Homo sapiens	Vesicle transport protein GOT1B	1:Experimental evidence at protein level	10.87	1.0000	0.9990	2	2	2	2	2	2	7479053	7479053	7479053	N-term(304.2071)			131043.7305	112165.0742	164911.3281	159272.2891	153871.2500	153915.7578	159913.8203	164329.5703	145595.6016	165796.8281	198380.2656	210783.4375	121823.5977	146516.4805	135352.7109	79185.9961	77555.0898	83761.9492
sp|Q9Y3E1|HDGR3_HUMAN	Q9Y3E1	HDGR3_HUMAN	HDGFL3	203	Homo sapiens	Hepatoma-derived growth factor-related protein 3	1:Experimental evidence at protein level	18.23	1.0000	0.9990	3	2	2	3	2	2	81029855	15484055	81029855	10C(57.0214), 11K(304.2071), 16K(304.2071), 8K(304.2071), N-term(304.2071)			131028.3613	133519.6211	161113.7109	145640.3555	149214.9805	152462.4609	166233.5312	157775.1953	134973.4453	110381.1211	123645.0820	145024.1289	152078.7695	196464.6719	181779.7578	462222.9766	410518.4453	443098.2578
sp|Q9Y3E7|CHMP3_HUMAN	Q9Y3E7	CHMP3_HUMAN	CHMP3	222	Homo sapiens	Charged multivesicular body protein 3	1:Experimental evidence at protein level	26.13	1.0000	0.9990	7	7	7	16	16	16	344535408	344535408	344535408	10M(15.9949), 11K(304.2071), 2M(15.9949), 3M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			3472147.3691	3299588.0977	4350288.0879	4007587.4121	3979365.1133	3945943.4023	4195314.1250	4190812.3496	3645956.1094	4391346.6816	4655243.4258	5680056.8184	4430872.4707	4948033.9199	4766635.7324	3442425.8457	3301194.2139	3314219.3672
sp|Q9Y3F4|STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	STRAP	350	Homo sapiens	Serine-threonine kinase receptor-associated protein	1:Experimental evidence at protein level	48.29	1.0000	0.9990	15	15	15	39	39	39	485135488	485135488	485135488	10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 13K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1C(57.0214), 6C(57.0214), 6K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), N-term(304.2071)			12406656.0312	11833538.8047	15403555.3398	13407829.4609	13800903.4492	13462634.6953	14992098.0508	14604605.5820	12552434.4531	15165187.8633	16254235.3711	19215356.6328	14501516.2695	16109145.8867	15575198.4375	9387798.7383	8463276.3613	8872231.9609
sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	Homo sapiens	tRNA-splicing ligase RtcB homolog	1:Experimental evidence at protein level	40.79	1.0000	0.9990	22	22	22	93	93	93	504626352	504626352	504626352	10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 14M(15.9949), 16K(304.2071), 17K(304.2071), 18K(304.2071), 19M(15.9949), 1K(304.2071), 2K(304.2071), 2M(15.9949), 30K(304.2071), 3C(57.0214), 3M(15.9949), 4C(57.0214), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			20396607.0137	19041299.9629	24957435.0312	23244338.9277	22823506.4805	22386065.7734	24230331.6426	23947369.5820	20750019.3008	26409006.5098	27378780.0312	33689804.3770	25590301.2539	28798125.9668	27320322.0430	20120953.1602	18648987.4902	19982582.0391
sp|Q9Y3L3|3BP1_HUMAN	Q9Y3L3	3BP1_HUMAN	SH3BP1	701	Homo sapiens	SH3 domain-binding protein 1	1:Experimental evidence at protein level	16.12	1.0000	0.9990	9	1	9	23	2	23	200242621	     0	200242621	10K(304.2071), 11K(304.2071), 11M(15.9949), 13M(15.9949), 14C(57.0214), 15K(304.2071), 16K(304.2071), 1K(304.2071), 25K(304.2071), 3M(15.9949), 4C(57.0214), 5M(15.9949), 8M(15.9949), 9K(304.2071), N-term(304.2071)			5351678.6836	5109814.7832	7497171.4746	6275612.6328	6865960.1113	6318015.5254	6921797.6328	6462577.8281	5463375.2559	6229691.1855	6740058.9199	7975539.0703	6047146.3301	6667587.3477	6141502.4766	4336038.3789	3676552.7793	3964043.6191
sp|Q9Y3L5|RAP2C_HUMAN	Q9Y3L5	RAP2C_HUMAN	RAP2C	183	Homo sapiens	Ras-related protein Rap-2c	1:Experimental evidence at protein level	27.32	1.0000	0.9990	5	3	3	8	3	3	34223877	15236649	34223877	10K(304.2071), 2M(15.9949), 3M(15.9949), N-term(304.2071)			179416.1641	162176.5977	219299.2344	214111.6289	200609.8789	207261.0664	212888.6914	219541.5430	180524.3633	218145.9883	252170.8711	285555.0273	223253.2422	255815.0859	232074.7461	230141.6055	215808.2656	225223.8594
sp|Q9Y3P9|RBGP1_HUMAN	Q9Y3P9	RBGP1_HUMAN	RABGAP1	1069	Homo sapiens	Rab GTPase-activating protein 1	1:Experimental evidence at protein level	23.95	1.0000	0.9990	28	25	28	39	34	39	146613296	146613296	146613296	10K(304.2071), 11K(304.2071), 12K(304.2071), 12M(15.9949), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 1C(57.0214), 1K(304.2071), 2M(15.9949), 4M(15.9949), 6C(57.0214), 6K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			5223159.7305	4963289.7930	6717962.8906	6153635.8203	6084155.3633	6028541.6914	6372723.9141	6465031.8594	5374070.4023	6643344.7617	7468380.2734	8719346.6172	6623899.7695	7562528.9883	6915859.9453	5319972.9375	4701681.1797	4976128.0312
sp|Q9Y3Q8|T22D4_HUMAN	Q9Y3Q8	T22D4_HUMAN	TSC22D4	395	Homo sapiens	TSC22 domain family protein 4	1:Experimental evidence at protein level	9.11	1.0000	0.9988	4	2	2	13	4	4	136001062	31642530	136001062	4M(15.9949), N-term(304.2071)			172661.7930	170921.9414	234877.1836	217486.2461	217058.0273	207867.6328	216356.6172	231666.4531	191711.3711	243573.3125	270355.4453	326438.0781	261869.0078	309571.8672	268992.3633	261673.6328	253627.4883	264704.9180
sp|Q9Y3R5|DOP2_HUMAN	Q9Y3R5	DOP2_HUMAN	DOPEY2	2298	Homo sapiens	Protein dopey-2	1:Experimental evidence at protein level	4.00	1.0000	0.9990	9	9	9	9	9	9	23112996	23112996	23112996	15K(304.2071), 3M(15.9949), 8K(304.2071), N-term(304.2071)			807040.2891	757793.3965	1024047.8867	947635.4336	981228.7480	938946.1543	1014615.1328	1005517.8867	859940.2930	900546.5762	929886.3594	1108873.7969	851321.2480	951650.3086	936476.5898	708803.6641	642720.2402	662441.1016
sp|Q9Y3S2|ZN330_HUMAN	Q9Y3S2	ZN330_HUMAN	ZNF330	320	Homo sapiens	Zinc finger protein 330	1:Experimental evidence at protein level	18.44	1.0000	0.9990	7	7	7	9	9	9	97978417	97978417	97978417	11K(304.2071), 1C(57.0214), 2K(304.2071), 3C(57.0214), 4C(57.0214), 4M(15.9949), 6C(57.0214), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			1417975.7656	1326687.0742	1767760.7812	1629654.0781	1635991.3359	1532836.3828	1600690.5430	1695466.6797	1470808.0781	1641467.0156	1723523.9570	2054520.8984	1559312.7500	1772693.7891	1627597.3359	1240122.0430	2060205.9727	1059294.7539
sp|Q9Y3T9|NOC2L_HUMAN	Q9Y3T9	NOC2L_HUMAN	NOC2L	749	Homo sapiens	Nucleolar complex protein 2 homolog	1:Experimental evidence at protein level	5.74	1.0000	0.9990	6	6	6	9	9	9	459844104	459844104	459844104	10K(304.2071), 11K(304.2071), 12K(304.2071), 2K(304.2071), 5K(304.2071), 9K(304.2071), N-term(304.2071)			3034000.7578	2958786.0156	3782790.2812	3509565.0781	3618137.4219	3513868.3750	3593239.5625	3618241.4531	3044683.7188	3807979.6094	4150093.6719	5008513.5938	3883277.5469	4438986.9219	4114537.2969	2621629.7266	2263827.4141	2320998.2578
sp|Q9Y3U8|RL36_HUMAN	Q9Y3U8	RL36_HUMAN	RPL36	105	Homo sapiens	60S ribosomal protein L36	1:Experimental evidence at protein level	30.48	1.0000	0.9990	5	5	5	50	50	50	1240104352	1240104352	1240104352	10M(15.9949), 11M(15.9949), 12M(15.9949), 1K(304.2071), 3C(57.0214), 3M(15.9949), 9K(304.2071), N-term(304.2071)			14097590.3506	12634610.3203	17196391.9141	15256428.4434	14697858.1201	14422045.1016	16026504.5703	16015636.9961	14187658.9531	16433398.6855	17610877.7852	21252190.7500	15073792.8906	17054808.9355	15728883.5156	11362514.6914	10242953.3281	10654311.1445
sp|Q9Y3X0|CCDC9_HUMAN	Q9Y3X0	CCDC9_HUMAN	CCDC9	531	Homo sapiens	Coiled-coil domain-containing protein 9	1:Experimental evidence at protein level	12.99	1.0000	0.9990	11	11	11	13	13	13	122357098	122357098	122357098	10K(304.2071), 1K(304.2071), 2K(304.2071), 6K(304.2071), 9K(304.2071), N-term(304.2071)			4126776.7109	3917258.1797	5185036.1406	4734078.3750	4562260.6641	4538108.9844	4897350.5781	4950457.9844	4155580.1016	5177324.0469	5568737.4688	6852416.2969	4759851.5625	5306281.1484	4990080.8516	2716896.7344	2387411.7461	2561372.7891
sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	Homo sapiens	Chromatin target of PRMT1 protein	1:Experimental evidence at protein level	25.00	1.0000	0.9990	6	6	6	52	52	52	245412684	245412684	245412684	11M(15.9949), 13K(304.2071), 16K(304.2071), 3M(15.9949), 5M(15.9949), 8K(304.2071), N-term(304.2071)			4196045.9219	3808602.3613	5159110.9180	4608380.4238	4806463.9102	4547269.2656	4907052.9961	4849103.5117	4335515.2305	5199368.5488	5269151.4746	6380148.2617	5175910.2500	5819766.4102	5465415.7695	2824731.5996	2685976.9785	2677824.9688
sp|Q9Y3Z3|SAMH1_HUMAN	Q9Y3Z3	SAMH1_HUMAN	SAMHD1	626	Homo sapiens	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	1:Experimental evidence at protein level	10.54	1.0000	0.9990	7	7	7	12	12	12	189967270	189967270	189967270	10K(304.2071), 13K(304.2071), 14K(304.2071), 2C(57.0214), N-term(304.2071)			2650638.0938	2612113.1074	3369077.6602	3306663.2578	3056738.2656	3258294.3086	3299353.7812	3385789.6445	2843743.3555	3471696.2969	3693864.6562	4613203.1836	3997581.5430	4704123.2266	3843935.7227	4958766.2578	3995756.7930	5082545.8281
sp|Q9Y426|C2CD2_HUMAN	Q9Y426	C2CD2_HUMAN	C2CD2	696	Homo sapiens	C2 domain-containing protein 2	1:Experimental evidence at protein level	3.74	1.0000	0.9990	2	2	2	2	2	2	3717744	3717744	3717744	10K(304.2071), 16K(304.2071), 3M(15.9949), 5C(57.0214), N-term(304.2071)			188491.1250	165966.6562	220750.4531	216463.3594	208659.2188	203202.0625	224327.7656	222104.5156	187689.1406	262487.5625	261459.7656	312897.6875	222357.9531	266911.6875	243882.0000	158355.7031	154251.0938	143655.7500
sp|Q9Y446|PKP3_HUMAN	Q9Y446	PKP3_HUMAN	PKP3	797	Homo sapiens	Plakophilin-3	1:Experimental evidence at protein level	4.39	1.0000	0.9990	3	3	3	3	3	3	2370757	2370757	2370757	N-term(304.2071)			55999.4570	48166.2539	66138.6953	71670.7109	62080.0117	62934.6641	69126.7266	66712.1406	55440.9023	67173.7109	65877.0781	84912.8828	59132.4180	68506.7344	61259.2578	53406.3477	48246.9102	46506.4375
sp|Q9Y448|SKAP_HUMAN	Q9Y448	SKAP_HUMAN	KNSTRN	316	Homo sapiens	Small kinetochore-associated protein	1:Experimental evidence at protein level	3.16	1.0000	0.9984	2	2	2	3	3	3	6526821	6526821	6526821	10K(304.2071), 1K(304.2071), 2M(15.9949), 3M(15.9949), 9K(304.2071), N-term(304.2071)			130182.3320	133785.5391	169758.5547	152714.7344	159441.6953	153177.6719	162523.4297	173428.1484	145672.7617	192168.9922	203243.9844	236758.4141	180931.9609	197535.5938	191327.3594	89588.8477	73051.2539	81933.9102
sp|Q9Y450|HBS1L_HUMAN	Q9Y450	HBS1L_HUMAN	HBS1L	684	Homo sapiens	HBS1-like protein	1:Experimental evidence at protein level	23.68	1.0000	0.9990	16	16	16	36	36	36	297826952	297826952	297826952	10K(304.2071), 11K(304.2071), 13K(304.2071), 18K(304.2071), 2C(57.0214), 2M(15.9949), 4C(57.0214), 4K(304.2071), 4M(15.9949), 5C(57.0214), 5M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 8M(15.9949), N-term(304.2071)			9371109.6406	8920152.0068	11561958.4043	10508645.2490	10302691.6230	10298235.5215	11217674.6211	11297443.6270	9725552.4756	12282531.0273	12912554.0332	15790673.5293	11575809.4297	13335652.2988	12372049.3730	8338048.7080	7476728.0332	7838072.0439
sp|Q9Y478|AAKB1_HUMAN	Q9Y478	AAKB1_HUMAN	PRKAB1	270	Homo sapiens	5'-AMP-activated protein kinase subunit beta-1	1:Experimental evidence at protein level	10.74	1.0000	0.9990	2	2	2	5	5	5	17540953	17540953	17540953	18K(304.2071), 3M(15.9949), 4M(15.9949), N-term(304.2071)			265322.7891	227667.7969	354113.6016	340964.5781	335836.8340	317173.6562	335588.8398	329911.5371	284556.6133	378414.8438	398843.3555	438224.7090	357014.5703	396878.6816	401515.0449	278724.3789	256724.8887	271700.4922
sp|Q9Y483|MTF2_HUMAN	Q9Y483	MTF2_HUMAN	MTF2	593	Homo sapiens	Metal-response element-binding transcription factor 2	1:Experimental evidence at protein level	35.24	1.0000	0.9990	20	20	20	37	37	37	240142128	240142128	240142128	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 21C(57.0214), 24K(304.2071), 2C(57.0214), 2M(15.9949), 3C(57.0214), 3K(304.2071), 4M(15.9949), 7K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			10757398.9688	9716463.9961	12646773.1484	11884941.5566	11716202.2402	11362567.3086	12166213.1953	12035850.2402	10349565.4941	12062534.8945	12701973.8359	15068375.6250	11651916.3672	13505358.8633	12274877.2500	7936181.3359	7262644.0312	7627689.0449
sp|Q9Y484|WIPI4_HUMAN	Q9Y484	WIPI4_HUMAN	WDR45	360	Homo sapiens	WD repeat domain phosphoinositide-interacting protein 4	1:Experimental evidence at protein level	11.67	1.0000	0.9990	4	4	4	8	8	8	7041752	7041752	7041752	10K(304.2071), 14K(304.2071), 8M(15.9949), 9C(57.0214), N-term(304.2071)			359644.6523	337430.5332	469153.6445	419443.5664	417707.7070	405184.6484	478642.2266	463356.8516	393613.2461	352520.5840	382091.4414	451645.0195	403361.2305	470813.8164	438385.0664	516330.8594	459397.7969	498088.5547
sp|Q9Y485|DMXL1_HUMAN	Q9Y485	DMXL1_HUMAN	DMXL1	3027	Homo sapiens	DmX-like protein 1	1:Experimental evidence at protein level	9.51	1.0000	0.9990	25	23	25	35	30	35	246688634	246688634	246688634	10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14C(57.0214), 14K(304.2071), 15K(304.2071), 17K(304.2071), 1C(57.0214), 2M(15.9949), 3C(57.0214), 5M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			4155887.9922	3940732.4023	5262586.2227	4755851.5801	4747251.1523	4718312.7344	5136351.7637	5047161.3730	4411944.2383	4917751.5762	5352136.5137	6331904.0684	4683029.3770	5236552.4824	4953871.2793	3525155.3936	3133086.9238	3410576.3223
sp|Q9Y487|VPP2_HUMAN	Q9Y487	VPP2_HUMAN	ATP6V0A2	856	Homo sapiens	V-type proton ATPase 116 kDa subunit a isoform 2	1:Experimental evidence at protein level	7.36	1.0000	0.9990	6	5	5	6	5	5	15163502	15163502	15163502	10K(304.2071), 18K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			327562.7148	305287.8770	385535.8438	352373.7656	358827.7266	366126.4805	368564.0859	390626.9062	337937.2949	416842.4336	453672.1367	535377.3398	405505.8086	427247.2422	410967.8535	255109.6738	217698.3936	239454.7598
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	Homo sapiens	Talin-1	1:Experimental evidence at protein level	43.33	1.0000	0.9990	101	86	101	308	270	308	1089245248	1089245248	1089245248	10C(57.0214), 10K(304.2071), 10M(15.9949), 11C(57.0214), 11K(304.2071), 12K(304.2071), 12M(15.9949), 13C(57.0214), 13M(15.9949), 14K(304.2071), 14M(15.9949), 15K(304.2071), 15M(15.9949), 16K(304.2071), 16M(15.9949), 17C(57.0214), 17K(304.2071), 18C(57.0214), 19C(57.0214), 1C(57.0214), 1C(57.0214), 1K(304.2071), 20K(304.2071), 21K(304.2071), 23K(304.2071), 25K(304.2071), 26M(15.9949), 2C(57.0214), 2K(304.2071), 2M(15.9949), 3M(15.9949), 4C(57.0214), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)			71339971.0420	69041835.6191	88877383.2725	82441656.5566	82190587.5371	81409807.1543	86428925.7783	85396300.1875	72260961.1445	74446906.1689	78686895.5547	96765034.6836	74176966.6523	84676096.9355	79651659.7891	82337915.1162	73680350.1377	77377399.9180
sp|Q9Y496|KIF3A_HUMAN	Q9Y496	KIF3A_HUMAN	KIF3A	699	Homo sapiens	Kinesin-like protein KIF3A	1:Experimental evidence at protein level	20.46	1.0000	0.9990	14	11	12	20	16	17	171599062	59163022	171599062	10K(304.2071), 11K(304.2071), 12K(304.2071), 13M(15.9949), 1K(304.2071), 2M(15.9949), 3M(15.9949), 7K(304.2071), N-term(304.2071)			1960890.2324	1799583.9697	2430835.1211	2299711.4902	2304728.6309	2241953.6699	2459613.3613	2476390.9102	2077927.6445	2511824.2676	2680619.1309	3160486.0137	2501548.5059	2749137.4590	2634965.8887	2086674.0566	1909929.0645	2016967.4180
sp|Q9Y4A5|TRRAP_HUMAN	Q9Y4A5	TRRAP_HUMAN	TRRAP	3859	Homo sapiens	Transformation/transcription domain-associated protein	1:Experimental evidence at protein level	28.12	1.0000	0.9990	102	102	102	170	170	170	99068318	99068318	99068318	10C(57.0214), 10K(304.2071), 11K(304.2071), 11M(15.9949), 12C(57.0214), 12K(304.2071), 13K(304.2071), 14K(304.2071), 14M(15.9949), 15C(57.0214), 15K(304.2071), 16C(57.0214), 16K(304.2071), 16M(15.9949), 17C(57.0214), 17K(304.2071), 17M(15.9949), 18M(15.9949), 19M(15.9949), 1C(57.0214), 1K(304.2071), 26K(304.2071), 29K(304.2071), 2M(15.9949), 30K(304.2071), 3C(57.0214), 3M(15.9949), 4C(57.0214), 4K(304.2071), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6C(57.0214), 6K(304.2071), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9C(57.0214), 9K(304.2071), N-term(304.2071)			14871522.3799	14274094.2168	18777986.8828	17158605.7705	17369524.0635	17252849.2148	18249031.9336	18187794.9336	15540127.9170	18470516.0312	20255882.3359	24156085.6406	19023396.0117	21470276.3125	19918944.6680	15217070.8838	14517124.1035	14236480.0322
